,Date,Subjectivity,Objectivity,Positive,Negative,Neutral,Open,High,Low,Close,Volume,Adj Close,prediction,target
0,2020-06-30,85.71428571,14.28571429,14.28571429,71.42857143,14.28571429,25512.4296875,25905.380859375,25475.140625,25812.880859375,410780000,25812.880859375,Rise,
